id_str	ideology	score_animal	score_parasite	score_vermin	score_pressure	score_commodity	score_water	score_war	score_overall	has_hashtag	has_mention	has_url	is_quote_status	is_reply	is_verified	log_chars	log_followers	log_following	log_statuses	year	month	Crime and Punishment	Cultural Identity	Economic	Fairness and Equality	Health and Safety	Legality, Constitutionality, Jurisdiction	Morality and Ethics	Policy Prescription and Evaluation	Political Factors and Implications	Security and Defense	log_favorites	log_retweets
1062145534545313800	3.3291080442832555	0.14301954	0.11370121	0.14907919	0.10758199	0.09545293	0.13076039	0.5113944218951086	0.3396232718951086	0	0	0	1	0	0	4.727387818712341	3.4011973816621555	4.07753744390572	6.873163834212518	2018	11	0	0	0	0	0	0	0	0	0	1	0.6931471805599453	0.0
1123215911111069697	2.2575467572663404	0.13519762	0.048613455	0.110649094	0.116053335	0.06732092	0.15266047	0.11506399	0.538565016128782	0	0	1	0	0	1	5.631211781821365	10.097449430486758	6.226536669287466	6.194405391104672	2019	4	0	0	0	0	0	0	0	1	1	1	5.583496308781699	4.976733742420574
1162059168322338816	-0.1264973141840438	0.09739565	0.12788647	0.13008095	0.13459207	0.084319115	0.09978251	0.06327022	0.0	0	0	1	1	0	1	5.176149732573829	12.02510816748816	7.874739125171811	9.247057954911346	2019	8	0	0	0	0	1	1	0	0	1	0	7.392031567514591	6.194405391104672
1015016251922550785	2.6009497871660563	0.036626805	0.0105938325	0.024008188	0.03780176	0.025546528	0.060155112	-0.006221649	0.0	0	0	1	0	0	0	4.574710978503383	9.569621915779866	9.316320695513417	12.172510691357148	2018	7	0	0	0	0	0	0	0	1	1	0	0.6931471805599453	0.6931471805599453
1043164502462672896	1.058333035051102	0.08945919	0.058875736	0.07264695	0.012549414	0.015173426	0.037419338	0.07411187	0.0	0	1	1	0	1	0	5.049856007249537	4.934473933130692	4.74493212836325	9.613135251528467	2018	9	0	0	0	0	0	0	0	0	1	0	0.0	0.0
1009764186803589121	-1.1297375795455176	0.08576059	0.030805035	0.0411116	0.07692261	0.06393061	0.06239928	0.0929162	0.0	0	1	1	0	0	0	4.718498871295094	8.289037098278483	8.46779284112111	12.016883561158275	2018	6	0	0	0	0	0	1	0	1	1	0	0.0	0.0
1143199528226631681	0.2043202643580909	0.10151586	0.07711011	0.07799345	0.0690423	0.07100564	0.11388856	0.056694373	0.0	0	1	0	0	1	0	4.897839799950911	2.9444389791664403	3.784189633918261	7.9211727215870145	2019	6	1	0	0	0	0	0	0	0	1	0	0.0	0.0
1008805520348606465	2.397784643822245	0.08547729	0.029193694	0.052297693	0.032474786	0.059861057	0.043544296	0.07669875	0.6792465437902172	0	0	1	1	0	0	4.762173934797756	5.924255797414532	4.969813299576001	8.040768994367578	2018	6	1	0	0	0	0	0	0	0	0	0	0.6931471805599453	0.0
1062957103453626368	-1.5055031986504426	0.107078336	0.0563387	0.04621231	0.0865242	0.06711605	0.09809308	0.10610084	0.0	0	0	1	1	0	0	5.14166355650266	4.653960350157523	6.637258031284457	7.334329350300536	2018	11	0	0	1	0	0	0	0	1	1	1	2.5649493574615367	2.3978952727983707
987566938514653186	-1.1531105606381686	0.15265189	0.05585892	0.09522275	0.09665218	0.5730417033134186	0.098841265	0.12142372	0.9102392266268372	0	0	1	0	0	0	4.394449154672439	9.583075655461428	7.580699752224563	9.84659969032908	2018	4	1	0	0	0	1	0	1	0	0	0	1.3862943611198906	1.3862943611198906
1054788419556118528	2.1065213409753656	0.28091007	0.23059896	0.23645604	0.17563228	0.24190013	0.22439271	1.1162697277295224	0.7059122477295223	0	1	0	1	0	0	4.709530201312334	9.167537249650874	9.194414221425925	11.56467315610394	2018	10	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1009780097048633344	2.137086008558063	0.15226407	0.09727474	0.1324267	0.061367348	0.5585407959032518	0.06512528	0.5509630519032518	0.8685889638065035	0	0	1	0	0	0	4.406719247264253	8.156797046675651	8.224431573221159	11.721239602038438	2018	6	1	0	1	0	0	0	0	0	0	0	0.0	0.0
1024468800907956225	-1.3203172715317475	0.22673431	0.22044931	0.19559076	0.1768528	0.818453987807602	0.16893502	0.14581355	0.637857977807602	0	1	1	0	1	0	4.969813299576001	6.434546518787453	6.206575926724928	10.712727452082929	2018	8	1	0	0	0	1	0	1	0	0	0	0.0	0.0
1088151275890532354	-0.500465011666457	0.13574724	0.07041694	0.09375213	0.081670605	0.05976569	0.071200036	0.11005908	0.0	0	1	0	0	1	0	4.770684624465665	2.70805020110221	2.9444389791664403	8.695674048824253	2019	1	1	1	0	0	1	0	0	0	0	0	0.0	0.0
1000289784655310849	-1.2735713093464458	0.17109749	0.09477787	0.10758032	0.11424465	0.15045682	0.14345032	0.1313292	0.0	0	1	1	0	0	0	4.584967478670572	6.824373670043086	7.761744984658913	10.033550436834297	2018	5	0	0	0	0	0	0	0	0	1	0	0.0	0.0
1083873537558044672	0.9558515025679406	0.07709502	0.035432816	0.038340338	0.032397635	0.033646688	0.07469011	0.4082992006818168	0.2710850306818168	0	1	1	0	1	0	5.5909869805108565	2.8903717578961645	4.8283137373023015	4.74493212836325	2019	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1095933905960685569	2.622524846636196	0.022106374	0.025170472	0.0009982114	0.020490715	-0.017727923	0.005387109	-0.031186778	0.0	0	1	1	0	1	0	5.272999558563747	9.66523036341187	9.67394859413306	9.85314117809939	2019	2	1	0	1	0	0	0	0	0	0	0	0.0	0.0
1011010622404939776	1.4161194379309108	0.12332161	0.019076636	0.3484369744093973	0.12455247	0.053115144	0.116314	0.09859743	0.2729584204093974	0	1	1	0	0	0	5.631211781821365	6.336825731146441	7.703910209616311	9.39282858154946	2018	6	0	0	0	0	0	1	0	1	1	1	0.0	0.0
1016413761710612480	-1.4605551580876526	0.06434681	0.058900043	0.05809928	0.03178724	0.017318597	0.05665222	0.09110359	0.0	0	1	1	0	1	0	5.786897381366708	4.189654742026425	5.25227342804663	7.966586697638402	2018	7	0	0	0	1	0	0	0	0	1	0	0.6931471805599453	0.0
1008731805426618368	2.947948660310796	0.1391017	0.072566226	0.08544064	0.3553345899364454	0.094341755	0.08717389	0.10875913	0.2642573699364454	0	1	1	0	1	0	5.6240175061873385	7.014814351275545	6.51471269087253	11.374088594584007	2018	6	1	0	0	0	1	0	0	1	0	0	0.0	0.0
1118656623361134592	-1.2753692309689573	0.0417842	0.046319406	0.038865246	0.013231144	0.11403883	0.05020675	0.04342458	0.0	0	1	0	0	1	0	4.248495242049359	6.796823718274855	6.464588303689961	12.782952828167574	2019	4	0	0	0	0	0	1	0	0	0	0	0.0	0.0
1029710210380836865	3.2014556090849315	-0.000982939	-0.01157972	-0.010590142	0.03290976	-0.02523877	0.030008085	-0.007531383	0.0	0	0	1	0	0	0	5.541263545158426	9.454775637424682	5.41164605185504	9.019664010799474	2018	8	0	0	1	0	0	0	0	0	1	0	3.7612001156935615	3.49650756146648
1112669156288196610	3.1834763928598155	0.119733006	0.05018924	0.05854235	0.068689466	0.064759135	0.06377133	0.081378765	0.0	0	1	1	0	1	0	5.049856007249537	5.459585514144159	5.58724865840025	8.820994645747902	2019	4	0	0	0	0	0	0	0	1	0	1	0.0	0.0
1030966775616163840	1.989656435512112	0.19622338	0.13879569	0.18022154	0.12804055	0.13681449	0.17310677	0.5193772855422791	0.3034130755422791	0	0	1	1	0	0	4.990432586778736	9.712569148516655	9.795011076200044	11.736564893317098	2018	8	1	0	0	0	0	0	1	0	1	1	1.791759469228055	0.6931471805599453
1083914070473039873	2.7555710467020544	0.1964781	0.13277361	0.123899736	0.13366029	0.14356773	0.1263618	0.12977108	0.0	0	0	1	1	0	0	4.8283137373023015	6.113682179832232	5.438079308923196	9.127936545721369	2019	1	1	0	1	0	1	0	0	0	1	0	0.0	0.0
1008549460161548288	-1.205250287691005	0.18393634	0.13581446	0.13413185	0.15442255	0.1578956	0.18208627	0.17154868	0.0	1	0	1	1	0	1	5.056245805348308	8.509161019718974	7.160845906664299	8.371704884667631	2018	6	0	0	0	0	0	0	0	0	0	1	0.0	0.0
1039951833802960896	2.4301472330274545	0.13381612	0.0566285	0.07223708	0.09387951	0.102166966	0.11160526	0.114201605	0.0	0	1	0	0	1	0	4.890349128221754	6.911747300251674	7.01571242048723	9.969836933077662	2018	9	0	0	0	0	0	0	0	1	1	1	0.0	0.0
1096791289637597184	-1.0793957741151927	0.13779996	0.062286653	0.07543881	0.10768685	0.067459844	0.056498412	0.11303825	0.0	0	1	0	0	1	0	4.356708826689592	6.448889394146858	7.565793282428515	10.401592611892738	2019	2	1	0	0	0	1	0	0	0	0	0	1.0986122886681098	0.0
1060697446916022272	-0.8312825902085919	0.052320395	0.04265181	0.066556804	0.084806085	0.052022308	0.089669146	0.05283949	0.0	0	1	1	0	1	0	5.717027701406222	5.940171252720432	6.532334292222349	10.226657417917462	2018	11	0	1	1	0	0	0	0	0	0	0	0.0	0.0
1095321846705242114	3.2014556090849315	0.14869922	0.10304227	0.1141946	0.1118531	0.10402192	0.107466236	0.07395969	0.0	0	1	0	0	1	0	4.624972813284271	8.06117135969092	8.400884069015854	8.714895850248494	2019	2	1	0	0	0	0	0	0	0	0	0	0.0	0.0
1113265009575047169	3.09897407660177	0.16304408	0.092657655	0.124743074	0.12829787	0.078976505	0.5796097773134187	0.07908484	0.4551196133134186	1	0	1	0	0	0	4.31748811353631	8.279189777195004	8.517593111437565	9.566755282109057	2019	4	0	0	0	0	0	0	0	0	0	1	1.0986122886681098	0.0
1057804182453972992	0.538733686145249	0.11669749	0.09388833	0.084826946	0.086454295	0.1032293	0.123153985	0.105324395	0.0	0	0	1	0	0	1	4.770684624465665	9.20923976653215	7.432483807917119	13.722367328625989	2018	11	0	0	1	0	0	0	0	0	0	0	0.0	1.791759469228055
1092884620532744192	-1.1531105606381686	0.17373215	0.08788075	0.11525418	0.06851471	0.09811398	0.07111622	0.23234613	0.0	0	1	1	0	1	0	5.14166355650266	7.983781068977451	8.49351506406166	10.168540506927547	2019	2	0	0	0	0	0	0	0	0	0	1	1.0986122886681098	0.0
1144268922239225857	-0.9823080064995664	0.08217598	0.046701524	0.05233582	0.06292685	0.044831753	0.08627797	0.06089386	0.0	0	1	1	0	1	0	5.3471075307174685	2.6390573296152584	2.772588722239781	9.577549634629817	2019	6	0	0	0	0	0	1	0	1	1	0	0.6931471805599453	0.0
1032349860782071813	-1.1764835417308193	0.15637174	0.13323274	0.1366386	0.11251012	0.11576827	0.13895185	0.14595425	0.0	0	1	0	0	1	0	4.290459441148391	5.3981627015177525	6.192362489474872	9.143773127704067	2018	8	0	0	0	0	0	0	1	0	0	0	0.6931471805599453	0.0
1144707519325057024	-0.4051751656733421	0.09716387	0.04644525	0.055703126	0.059597857	0.05058268	0.09260533	0.037506036	0.0	0	0	1	0	0	1	5.71042701737487	9.66007751636045	8.064321960910803	9.084436955087028	2019	6	1	0	0	0	0	0	0	1	1	0	0.0	0.6931471805599453
